selling_price,km_driven,fuel,seller_type,transmission,owner,Age,price_age,price_km
335000,90000,Diesel,Individual,Manual,Second Owner,9,298903.3151,316149.6369
500000,50000,Diesel,Individual,Manual,First Owner,14,153494.2184,420457.8193
60000,100000,Petrol,Individual,Manual,Second Owner,17,78315.78947,367524.4406
210000,210000,Diesel,Individual,Manual,First Owner,5,507648.5144,170000
1900000,20000,Diesel,Individual,Manual,First Owner,1,870222.1961,660733.2933
270000,70000,Diesel,Individual,Manual,Second Owner,7,441215.578,362279.1472
225000,100000,Petrol,Individual,Manual,Second Owner,10,278209.7113,367524.4406
150000,160000,Petrol,Individual,Manual,Second Owner,9,298903.3151,446249.9167
173000,70000,Diesel,Individual,Manual,First Owner,7,441215.578,362279.1472
4800000,9422,Diesel,Individual,Automatic,First Owner,2,823822.0285,4800000
710000,110000,Diesel,Individual,Automatic,First Owner,3,736892.2615,350386.099
1500000,20000,Petrol,Individual,Manual,First Owner,1,870222.1961,660733.2933
550000,20000,Petrol,Individual,Manual,First Owner,3,736892.2615,660733.2933
58000,70000,Petrol,Individual,Manual,Second Owner,12,179747.4918,362279.1472
1200000,60000,Petrol,Individual,Automatic,Third Owner,8,383616.7757,376801.0833
500000,150000,Diesel,Individual,Manual,First Owner,7,441215.578,286500
120000,83000,Petrol,Individual,Manual,Second Owner,11,242653.8077,203333.3333
300000,250000,Diesel,Individual,Manual,First Owner,8,383616.7757,385000
300000,30000,Petrol,Individual,Manual,First Owner,2,823822.0285,616484.1474
295000,21000,Petrol,Individual,Manual,First Owner,5,507648.5144,683999.8
587000,80000,CNG,Individual,Manual,First Owner,2,823822.0285,354072.418
430000,50000,Petrol,Individual,Manual,Second Owner,8,383616.7757,420457.8193
123000,50000,Petrol,Individual,Manual,Second Owner,13,165466.0097,420457.8193
450000,48500,Diesel,Individual,Automatic,Second Owner,8,383616.7757,339999.5
130000,60000,Petrol,Individual,Manual,Third Owner,13,165466.0097,376801.0833
110000,90000,Diesel,Individual,Manual,Second Owner,10,278209.7113,316149.6369
200000,240000,Diesel,Individual,Manual,Third Owner,10,278209.7113,200000
320000,70000,Petrol,Individual,Manual,Second Owner,5,507648.5144,362279.1472
300000,50000,Petrol,Individual,Manual,First Owner,6,518887.0548,420457.8193
350000,110000,Petrol,Individual,Manual,First Owner,4,643706.7143,350386.099
800000,50000,Petrol,Individual,Manual,First Owner,2,823822.0285,420457.8193
270000,175000,Diesel,Individual,Manual,First Owner,4,643706.7143,279000
540000,60000,Petrol,Individual,Manual,First Owner,3,736892.2615,376801.0833
160000,60000,CNG,Individual,Manual,Second Owner,9,298903.3151,376801.0833
340000,100000,Diesel,Individual,Manual,Second Owner,7,441215.578,367524.4406
350000,40000,Petrol,Individual,Manual,Second Owner,3,736892.2615,495938.855
300000,100000,Diesel,Individual,Manual,First Owner,9,298903.3151,367524.4406
330000,63000,Diesel,Individual,Manual,First Owner,7,441215.578,351600
325000,80000,CNG,Individual,Manual,Second Owner,4,643706.7143,354072.418
250000,55000,Diesel,Individual,Manual,First Owner,7,441215.578,482454.5455
240000,60000,Petrol,Individual,Manual,First Owner,5,507648.5144,376801.0833
545000,5000,Petrol,Individual,Manual,First Owner,0,779843.75,753151.4848
300000,48000,Petrol,Dealer,Manual,First Owner,5,507648.5144,742777.7778
240000,50000,Petrol,Individual,Manual,First Owner,3,736892.2615,420457.8193
360000,15000,Petrol,Individual,Manual,First Owner,2,823822.0285,643275.8276
250000,70000,Diesel,Individual,Manual,First Owner,8,383616.7757,362279.1472
475000,105000,Diesel,Dealer,Automatic,First Owner,1,870222.1961,445000
600000,50000,Diesel,Individual,Manual,Second Owner,4,643706.7143,420457.8193
150000,80000,Diesel,Individual,Manual,Second Owner,10,278209.7113,354072.418
700000,50000,Diesel,Individual,Manual,First Owner,3,736892.2615,420457.8193
1290000,5000,Diesel,Individual,Manual,First Owner,4,643706.7143,753151.4848
500000,10000,Petrol,Individual,Automatic,First Owner,2,823822.0285,782431.3529
193000,45000,Petrol,Individual,Manual,Second Owner,8,383616.7757,402157.7368
800000,10000,Petrol,Individual,Manual,First Owner,5,507648.5144,782431.3529
150000,50000,Petrol,Individual,Manual,First Owner,12,179747.4918,420457.8193
130000,100000,Diesel,Individual,Manual,Third Owner,10,278209.7113,367524.4406
280000,80000,Diesel,Individual,Manual,Second Owner,8,383616.7757,354072.418
229999,110000,Diesel,Individual,Manual,Second Owner,9,298903.3151,350386.099
80000,120000,Petrol,Individual,Manual,First Owner,12,179747.4918,290779.5484
70000,10000,Petrol,Individual,Manual,First Owner,10,278209.7113,782431.3529
240000,60000,Diesel,Individual,Manual,Second Owner,7,441215.578,376801.0833
380000,72000,Diesel,Individual,Manual,Second Owner,10,278209.7113,425000
80000,110000,Petrol,Individual,Manual,First Owner,14,153494.2184,350386.099
265000,50000,Petrol,Individual,Manual,First Owner,7,441215.578,420457.8193
320000,25000,Petrol,Individual,Manual,First Owner,2,823822.0285,546884.9375
500000,120000,Diesel,Individual,Manual,Third Owner,6,518887.0548,290779.5484
1300000,55000,Diesel,Individual,Manual,First Owner,4,643706.7143,482454.5455
1500000,35000,Diesel,Individual,Manual,First Owner,2,823822.0285,618923.9873
1800000,110000,Diesel,Individual,Automatic,First Owner,4,643706.7143,350386.099
600000,80000,Diesel,Individual,Manual,Second Owner,6,518887.0548,354072.418
420000,80000,Petrol,Individual,Manual,First Owner,2,823822.0285,354072.418
300000,100000,Diesel,Individual,Manual,Second Owner,10,278209.7113,367524.4406
100000,60000,Petrol,Dealer,Manual,Second Owner,14,153494.2184,376801.0833
350000,25000,Petrol,Dealer,Manual,First Owner,3,736892.2615,546884.9375
850000,19000,Petrol,Dealer,Manual,First Owner,2,823822.0285,399625
140000,54000,Petrol,Dealer,Manual,First Owner,12,179747.4918,301083.3333
550000,17100,Petrol,Dealer,Manual,Second Owner,5,507648.5144,550000
525000,19000,Petrol,Dealer,Automatic,First Owner,3,736892.2615,399625
470000,146000,Diesel,Dealer,Manual,First Owner,5,507648.5144,497499.75
900000,98000,Diesel,Dealer,Automatic,First Owner,7,441215.578,455000
500000,224642,Diesel,Dealer,Manual,Second Owner,9,298903.3151,500000
80000,120000,Petrol,Individual,Manual,Second Owner,22,223500,290779.5484
175000,175000,Diesel,Individual,Manual,First Owner,9,298903.3151,279000
1350000,15000,Diesel,Individual,Automatic,Second Owner,3,736892.2615,643275.8276
800000,50000,Diesel,Individual,Manual,First Owner,3,736892.2615,420457.8193
250000,15000,Petrol,Individual,Manual,First Owner,3,736892.2615,643275.8276
700000,25000,Petrol,Individual,Automatic,First Owner,2,823822.0285,546884.9375
800000,25000,Diesel,Individual,Manual,First Owner,1,870222.1961,546884.9375
660000,69000,Diesel,Individual,Manual,First Owner,7,441215.578,610333.3333
465000,60000,Diesel,Individual,Manual,Third Owner,5,507648.5144,376801.0833
180000,222435,Diesel,Individual,Manual,Second Owner,14,153494.2184,180000
600000,66000,Diesel,Individual,Manual,Third Owner,3,736892.2615,354444.4444
150000,110000,Petrol,Individual,Manual,First Owner,10,278209.7113,350386.099
450000,78000,Diesel,Individual,Manual,Second Owner,6,518887.0548,437500
721000,10000,Petrol,Individual,Manual,First Owner,1,870222.1961,782431.3529
300000,40000,Petrol,Individual,Manual,First Owner,4,643706.7143,495938.855
79000,70000,Petrol,Individual,Automatic,First Owner,23,93000,362279.1472
545000,40000,Diesel,Individual,Manual,First Owner,3,736892.2615,495938.855
844999,20000,Diesel,Individual,Manual,First Owner,2,823822.0285,660733.2933
700000,93000,Diesel,Individual,Manual,First Owner,4,643706.7143,565000
650000,159000,Diesel,Individual,Manual,First Owner,4,643706.7143,650000
525000,75000,Diesel,Individual,Manual,Second Owner,6,518887.0548,558399.88
110000,101100,Diesel,Individual,Manual,Third Owner,14,153494.2184,110000
180000,66000,Diesel,Individual,Manual,First Owner,9,298903.3151,354444.4444
280000,30000,Petrol,Individual,Manual,Second Owner,8,383616.7757,616484.1474
400000,10000,Petrol,Individual,Manual,First Owner,1,870222.1961,782431.3529
625000,126000,Diesel,Individual,Manual,Second Owner,8,383616.7757,828333.3333
535000,70000,Diesel,Individual,Manual,First Owner,5,507648.5144,362279.1472
459999,50000,Diesel,Individual,Manual,First Owner,3,736892.2615,420457.8193
300000,100000,Diesel,Individual,Manual,First Owner,10,278209.7113,367524.4406
280000,60000,Petrol,Individual,Automatic,First Owner,13,165466.0097,376801.0833
500000,70000,Petrol,Individual,Manual,First Owner,6,518887.0548,362279.1472
1200000,1200,Petrol,Individual,Manual,First Owner,1,870222.1961,1200000
180000,134444,Petrol,Individual,Automatic,Second Owner,9,298903.3151,180000
78000,120000,Petrol,Individual,Manual,Second Owner,11,242653.8077,290779.5484
160000,120000,Diesel,Individual,Manual,First Owner,9,298903.3151,290779.5484
600000,238000,Diesel,Individual,Manual,First Owner,6,518887.0548,600000
110000,100000,Petrol,Individual,Manual,Second Owner,12,179747.4918,367524.4406
450000,110000,Diesel,Individual,Manual,Second Owner,9,298903.3151,350386.099
1350000,35000,Diesel,Individual,Manual,First Owner,1,870222.1961,618923.9873
120000,165000,Petrol,Individual,Manual,Second Owner,17,78315.78947,120000
1040000,42000,Diesel,Individual,Manual,First Owner,2,823822.0285,415999.9286
390000,70000,Diesel,Individual,Manual,Second Owner,6,518887.0548,362279.1472
65000,60000,Petrol,Individual,Manual,Second Owner,9,298903.3151,376801.0833
320000,115000,Diesel,Individual,Manual,Third Owner,7,441215.578,277500
720000,70000,Diesel,Individual,Manual,First Owner,3,736892.2615,362279.1472
220000,80000,Petrol,Individual,Manual,Second Owner,13,165466.0097,354072.418
225000,65000,Petrol,Dealer,Manual,First Owner,9,298903.3151,448999.875
200000,150000,Diesel,Individual,Manual,Second Owner,10,278209.7113,286500
434999,75000,Diesel,Dealer,Manual,Second Owner,5,507648.5144,558399.88
300000,63700,Diesel,Individual,Manual,First Owner,8,383616.7757,300000
700000,74800,Diesel,Individual,Manual,First Owner,2,823822.0285,700000
500000,105000,Diesel,Individual,Manual,Second Owner,11,242653.8077,445000
500000,40000,Diesel,Individual,Manual,First Owner,4,643706.7143,495938.855
400000,90000,Diesel,Individual,Manual,Second Owner,4,643706.7143,316149.6369
825000,75000,Diesel,Dealer,Manual,Second Owner,5,507648.5144,558399.88
720000,15000,Diesel,Individual,Manual,First Owner,2,823822.0285,643275.8276
110000,30000,Petrol,Individual,Manual,Second Owner,11,242653.8077,616484.1474
600000,100000,Diesel,Individual,Manual,Second Owner,6,518887.0548,367524.4406
275000,155000,Diesel,Individual,Automatic,Third Owner,11,242653.8077,285000
2349000,149000,Diesel,Individual,Automatic,Second Owner,8,383616.7757,1262000
740000,60000,Diesel,Individual,Manual,First Owner,3,736892.2615,376801.0833
800000,90000,Diesel,Individual,Manual,First Owner,3,736892.2615,316149.6369
1100000,100000,Diesel,Individual,Manual,First Owner,1,870222.1961,367524.4406
750000,100000,Diesel,Individual,Automatic,Second Owner,8,383616.7757,367524.4406
200000,90000,Petrol,Individual,Manual,Second Owner,8,383616.7757,316149.6369
210000,75000,Diesel,Individual,Manual,First Owner,11,242653.8077,558399.88
270000,120000,Diesel,Individual,Manual,Second Owner,11,242653.8077,290779.5484
630000,90000,Diesel,Individual,Manual,Second Owner,4,643706.7143,316149.6369
375000,55000,Petrol,Individual,Manual,First Owner,5,507648.5144,482454.5455
300000,70000,Diesel,Individual,Manual,First Owner,10,278209.7113,362279.1472
580000,95000,Diesel,Individual,Manual,Second Owner,4,643706.7143,393750
750000,50000,Diesel,Individual,Manual,First Owner,4,643706.7143,420457.8193
250000,60516,Petrol,Individual,Manual,First Owner,6,518887.0548,250000
434999,235000,Diesel,Individual,Manual,Second Owner,8,383616.7757,442499.5
900000,76731,Diesel,Dealer,Automatic,First Owner,13,165466.0097,900000
685000,64000,Diesel,Dealer,Manual,First Owner,4,643706.7143,670750
540000,65000,Diesel,Dealer,Manual,First Owner,6,518887.0548,448999.875
610000,77000,Diesel,Dealer,Manual,First Owner,6,518887.0548,378125
254999,24000,Petrol,Dealer,Manual,First Owner,9,298903.3151,812142.7857
280000,63840,Petrol,Dealer,Manual,First Owner,6,518887.0548,280000
370000,25000,Petrol,Individual,Manual,First Owner,3,736892.2615,546884.9375
459999,76400,Diesel,Individual,Manual,Second Owner,9,298903.3151,459999
42000,70000,Petrol,Individual,Manual,Third Owner,22,223500,362279.1472
190000,80000,Diesel,Individual,Manual,Third Owner,9,298903.3151,354072.418
710000,40000,Diesel,Individual,Manual,First Owner,3,736892.2615,495938.855
1200000,15000,Petrol,Individual,Manual,First Owner,2,823822.0285,643275.8276
229999,70000,Petrol,Individual,Manual,First Owner,9,298903.3151,362279.1472
310000,15000,Petrol,Individual,Manual,First Owner,2,823822.0285,643275.8276
320000,40000,Petrol,Individual,Manual,First Owner,5,507648.5144,495938.855
100000,54000,Petrol,Individual,Manual,First Owner,14,153494.2184,301083.3333
160000,90000,Diesel,Individual,Manual,First Owner,11,242653.8077,316149.6369
60000,52000,Petrol,Individual,Manual,First Owner,13,165466.0097,397812.5
100000,200000,Diesel,Individual,Manual,Third Owner,8,383616.7757,392857.0714
350000,35000,Diesel,Individual,Manual,Second Owner,4,643706.7143,618923.9873
300000,31489,Petrol,Individual,Manual,First Owner,3,736892.2615,300000
830000,40000,Diesel,Individual,Manual,First Owner,2,823822.0285,495938.855
229999,70000,Petrol,Individual,Manual,First Owner,10,278209.7113,362279.1472
400000,100000,Diesel,Individual,Manual,First Owner,7,441215.578,367524.4406
300000,70000,Petrol,Individual,Manual,Second Owner,15,114381.1897,362279.1472
300000,50000,Diesel,Individual,Manual,First Owner,7,441215.578,420457.8193
80000,180000,Diesel,Individual,Manual,Second Owner,11,242653.8077,399444.4444
80000,50000,Petrol,Individual,Manual,Second Owner,12,179747.4918,420457.8193
700000,26000,Petrol,Individual,Automatic,First Owner,2,823822.0285,858714.2857
975000,65000,Diesel,Individual,Manual,First Owner,4,643706.7143,448999.875
500000,130000,Diesel,Individual,Manual,First Owner,11,242653.8077,456000
550000,75000,Diesel,Individual,Manual,Second Owner,7,441215.578,558399.88
550000,110000,Diesel,Individual,Manual,Second Owner,6,518887.0548,350386.099
240000,50000,Petrol,Individual,Manual,First Owner,6,518887.0548,420457.8193
50000,80000,Petrol,Individual,Manual,Second Owner,23,93000,354072.418
120000,80000,Petrol,Individual,Manual,Second Owner,11,242653.8077,354072.418
900000,60000,Petrol,Individual,Manual,Second Owner,7,441215.578,376801.0833
250000,90000,Petrol,Individual,Manual,Second Owner,11,242653.8077,316149.6369
280000,36000,Petrol,Individual,Manual,First Owner,3,736892.2615,741444.4444
85000,87000,Diesel,Individual,Manual,First Owner,10,278209.7113,402142.8571
90000,80000,Diesel,Individual,Manual,First Owner,9,298903.3151,354072.418
500000,50000,Diesel,Individual,Manual,First Owner,5,507648.5144,420457.8193
250000,50000,Petrol,Individual,Manual,First Owner,5,507648.5144,420457.8193
185000,40000,Diesel,Individual,Manual,Third Owner,6,518887.0548,495938.855
100000,60000,Petrol,Individual,Manual,Second Owner,12,179747.4918,376801.0833
610000,55000,Diesel,Individual,Manual,First Owner,5,507648.5144,482454.5455
290000,80000,Diesel,Individual,Manual,First Owner,8,383616.7757,354072.418
300000,295000,Diesel,Individual,Manual,First Owner,8,383616.7757,300000
225000,80000,Petrol,Individual,Manual,First Owner,5,507648.5144,354072.418
320000,50000,Petrol,Individual,Manual,Second Owner,3,736892.2615,420457.8193
135000,158000,Diesel,Individual,Manual,Third Owner,8,383616.7757,135000
400000,400000,Diesel,Individual,Manual,Third Owner,14,153494.2184,400000
600000,19495,Petrol,Dealer,Manual,First Owner,4,643706.7143,600000
570000,62668,Diesel,Dealer,Manual,First Owner,7,441215.578,570000
850000,85710,Diesel,Dealer,Manual,First Owner,7,441215.578,850000
250000,55130,Diesel,Dealer,Manual,Second Owner,9,298903.3151,215000
580000,63356,Diesel,Dealer,Manual,Second Owner,6,518887.0548,580000
1680000,129627,Diesel,Dealer,Manual,First Owner,8,383616.7757,1680000
180000,15000,Petrol,Individual,Manual,First Owner,10,278209.7113,643275.8276
300000,50000,Petrol,Individual,Manual,First Owner,3,736892.2615,420457.8193
269000,70000,Petrol,Individual,Manual,Second Owner,8,383616.7757,362279.1472
231999,20000,Petrol,Individual,Manual,First Owner,2,823822.0285,660733.2933
150000,60000,Petrol,Individual,Manual,Third Owner,9,298903.3151,376801.0833
495000,5000,Petrol,Individual,Manual,First Owner,3,736892.2615,753151.4848
700000,15000,Petrol,Individual,Manual,First Owner,6,518887.0548,643275.8276
400000,4400,Petrol,Individual,Manual,Second Owner,2,823822.0285,400000
599000,15000,Diesel,Individual,Manual,Third Owner,1,870222.1961,643275.8276
421000,45000,Diesel,Individual,Manual,First Owner,7,441215.578,402157.7368
841000,1000,Diesel,Individual,Manual,First Owner,2,823822.0285,630166.6667
295000,38500,Petrol,Individual,Manual,First Owner,6,518887.0548,318333.3333
220000,25000,Petrol,Individual,Manual,First Owner,9,298903.3151,546884.9375
250000,35000,Diesel,Individual,Manual,First Owner,7,441215.578,618923.9873
1100000,110000,Diesel,Individual,Manual,Second Owner,11,242653.8077,350386.099
300000,40000,Petrol,Individual,Manual,First Owner,8,383616.7757,495938.855
80000,110000,Petrol,Individual,Manual,Second Owner,13,165466.0097,350386.099
215000,20000,Diesel,Individual,Manual,Third Owner,7,441215.578,660733.2933
245000,14987,Petrol,Dealer,Manual,First Owner,8,383616.7757,245000
650000,25061,Diesel,Dealer,Manual,First Owner,4,643706.7143,650000
760000,42494,Diesel,Dealer,Manual,First Owner,3,736892.2615,760000
395000,44875,Diesel,Dealer,Manual,First Owner,6,518887.0548,395000
280000,89741,Diesel,Dealer,Manual,Second Owner,6,518887.0548,280000
495000,65000,Diesel,Dealer,Manual,First Owner,4,643706.7143,448999.875
525000,35000,Diesel,Dealer,Manual,First Owner,4,643706.7143,618923.9873
420000,347089,Diesel,Dealer,Manual,First Owner,11,242653.8077,420000
210000,34500,Diesel,Individual,Manual,First Owner,10,278209.7113,230000
650000,30000,Petrol,Individual,Manual,First Owner,2,823822.0285,616484.1474
2300000,39000,Diesel,Individual,Automatic,First Owner,2,823822.0285,863000
525000,16000,Diesel,Individual,Manual,First Owner,1,870222.1961,491000
195000,80000,CNG,Individual,Manual,Second Owner,10,278209.7113,354072.418
650000,60000,Diesel,Individual,Manual,First Owner,4,643706.7143,376801.0833
540000,110000,Diesel,Individual,Manual,First Owner,5,507648.5144,350386.099
180000,61000,Petrol,Individual,Manual,First Owner,6,518887.0548,485000
980000,50000,Diesel,Individual,Manual,First Owner,2,823822.0285,420457.8193
250000,90000,Diesel,Individual,Manual,First Owner,6,518887.0548,316149.6369
550000,35000,Petrol,Individual,Automatic,First Owner,2,823822.0285,618923.9873
509999,43000,Petrol,Individual,Manual,Second Owner,5,507648.5144,597142.7143
320000,50000,Petrol,Individual,Manual,First Owner,3,736892.2615,420457.8193
275000,25000,Petrol,Individual,Manual,First Owner,4,643706.7143,546884.9375
550000,222252,Diesel,Individual,Manual,First Owner,7,441215.578,550000
145000,50000,Petrol,Individual,Manual,Second Owner,11,242653.8077,420457.8193
250000,80000,Diesel,Individual,Manual,First Owner,7,441215.578,354072.418
520000,35000,Diesel,Individual,Manual,First Owner,8,383616.7757,618923.9873
95000,85000,Petrol,Individual,Manual,Second Owner,13,165466.0097,378599.9
725000,110000,Diesel,Individual,Manual,Third Owner,9,298903.3151,350386.099
55000,70000,Petrol,Individual,Manual,Second Owner,14,153494.2184,362279.1472
600000,100000,Diesel,Individual,Manual,First Owner,6,518887.0548,367524.4406
330000,120000,Diesel,Individual,Manual,Second Owner,7,441215.578,290779.5484
470000,89000,Diesel,Individual,Manual,First Owner,5,507648.5144,475000
365000,120000,Diesel,Individual,Manual,First Owner,7,441215.578,290779.5484
250000,40000,Petrol,Individual,Manual,Second Owner,7,441215.578,495938.855
430000,17000,Petrol,Individual,Manual,First Owner,3,736892.2615,1082285.714
400000,125000,Diesel,Individual,Manual,Second Owner,7,441215.578,213125
615000,110000,Petrol,Individual,Manual,Second Owner,5,507648.5144,350386.099
150000,120000,Diesel,Individual,Manual,Second Owner,9,298903.3151,290779.5484
800000,90000,Diesel,Individual,Manual,First Owner,6,518887.0548,316149.6369
600000,87000,Diesel,Individual,Manual,Second Owner,6,518887.0548,402142.8571
800000,15000,Diesel,Individual,Manual,First Owner,6,518887.0548,643275.8276
350000,38000,Petrol,Individual,Manual,First Owner,8,383616.7757,415066.6
300000,64000,Petrol,Individual,Manual,Second Owner,9,298903.3151,670750
399000,55250,Diesel,Individual,Manual,First Owner,5,507648.5144,399000
300000,110000,Diesel,Individual,Manual,First Owner,9,298903.3151,350386.099
150000,70000,Petrol,Individual,Automatic,First Owner,8,383616.7757,362279.1472
320000,60000,Diesel,Individual,Manual,Third Owner,10,278209.7113,376801.0833
1280000,17000,Diesel,Individual,Manual,First Owner,2,823822.0285,1082285.714
300000,13000,Petrol,Individual,Manual,Second Owner,3,736892.2615,2731000
1000000,60000,Diesel,Individual,Manual,First Owner,4,643706.7143,376801.0833
1090000,120000,Diesel,Individual,Manual,Second Owner,8,383616.7757,290779.5484
450000,97000,Diesel,Individual,Manual,Second Owner,8,383616.7757,441999.9
60000,130000,Petrol,Individual,Manual,Second Owner,13,165466.0097,456000
500000,50000,Petrol,Individual,Manual,First Owner,7,441215.578,420457.8193
200000,120000,Diesel,Individual,Manual,Second Owner,8,383616.7757,290779.5484
60000,100000,Petrol,Individual,Manual,Second Owner,14,153494.2184,367524.4406
185000,67000,CNG,Dealer,Manual,Second Owner,8,383616.7757,252000
155000,60000,Petrol,Individual,Manual,First Owner,5,507648.5144,376801.0833
300000,20000,Petrol,Individual,Manual,First Owner,4,643706.7143,660733.2933
850000,12500,Petrol,Individual,Manual,First Owner,2,823822.0285,850000
470000,4000,CNG,Individual,Manual,First Owner,1,870222.1961,644000
600000,25000,Petrol,Individual,Manual,First Owner,1,870222.1961,546884.9375
700000,70000,Diesel,Individual,Manual,Second Owner,7,441215.578,362279.1472
1250000,205000,Diesel,Individual,Manual,Second Owner,10,278209.7113,687500
650000,70000,Petrol,Individual,Automatic,Third Owner,12,179747.4918,362279.1472
450000,70000,Diesel,Individual,Manual,Second Owner,2,823822.0285,362279.1472
750000,100000,Diesel,Individual,Manual,Second Owner,6,518887.0548,367524.4406
775000,70000,Diesel,Individual,Manual,Second Owner,7,441215.578,362279.1472
800000,220000,Diesel,Individual,Manual,First Owner,9,298903.3151,400000
360000,80000,Petrol,Individual,Manual,Second Owner,5,507648.5144,354072.418
250000,120000,Diesel,Individual,Manual,First Owner,10,278209.7113,290779.5484
1490000,22038,Diesel,Individual,Manual,First Owner,3,736892.2615,1490000
600000,80000,Diesel,Individual,Manual,First Owner,7,441215.578,354072.418
120000,90000,Petrol,Individual,Manual,First Owner,10,278209.7113,316149.6369
320000,140000,Diesel,Individual,Manual,Second Owner,8,383616.7757,338269
400000,120000,Diesel,Individual,Manual,Second Owner,9,298903.3151,290779.5484
302000,60000,Diesel,Individual,Manual,First Owner,5,507648.5144,376801.0833
150000,60000,Petrol,Individual,Manual,Second Owner,6,518887.0548,376801.0833
200000,90000,Diesel,Individual,Manual,Second Owner,8,383616.7757,316149.6369
120000,175000,Diesel,Individual,Manual,Second Owner,12,179747.4918,279000
1400000,10000,Diesel,Individual,Manual,First Owner,1,870222.1961,782431.3529
620000,65000,Petrol,Individual,Manual,First Owner,3,736892.2615,448999.875
449000,90000,Diesel,Individual,Manual,First Owner,8,383616.7757,316149.6369
100000,70000,Petrol,Individual,Manual,First Owner,13,165466.0097,362279.1472
600000,2500,Petrol,Individual,Manual,First Owner,2,823822.0285,600000
250000,40000,Diesel,Individual,Manual,First Owner,8,383616.7757,495938.855
550000,63000,Petrol,Individual,Manual,First Owner,2,823822.0285,351600
360000,70000,Diesel,Individual,Manual,First Owner,6,518887.0548,362279.1472
650000,60000,Petrol,Dealer,Automatic,First Owner,8,383616.7757,376801.0833
199000,92000,Diesel,Dealer,Manual,Third Owner,8,383616.7757,362000
285000,89126,Diesel,Individual,Manual,First Owner,6,518887.0548,285000
260000,134000,Diesel,Individual,Automatic,First Owner,11,242653.8077,260000
869999,15000,Petrol,Dealer,Automatic,First Owner,1,870222.1961,643275.8276
425000,42500,Diesel,Dealer,Manual,First Owner,4,643706.7143,425000
490000,42000,Diesel,Dealer,Automatic,First Owner,8,383616.7757,415999.9286
750000,70000,Diesel,Individual,Automatic,Second Owner,5,507648.5144,362279.1472
125000,110000,Petrol,Individual,Manual,Third Owner,16,125530.303,350386.099
221000,131365,Diesel,Individual,Manual,First Owner,6,518887.0548,221000
724000,48980,Diesel,Dealer,Automatic,First Owner,4,643706.7143,724000
440000,46000,Petrol,Dealer,Automatic,First Owner,6,518887.0548,536785.7143
70000,60000,Petrol,Individual,Manual,Third Owner,11,242653.8077,376801.0833
511000,58000,Diesel,Dealer,Manual,First Owner,5,507648.5144,510444.3889
790000,22000,Diesel,Dealer,Manual,First Owner,4,643706.7143,1115454.545
640000,37000,Petrol,Individual,Manual,First Owner,3,736892.2615,523750
126000,98900,Diesel,Individual,Manual,Third Owner,8,383616.7757,126000
120000,125000,Diesel,Individual,Manual,First Owner,8,383616.7757,213125
650000,60000,Diesel,Individual,Manual,First Owner,3,736892.2615,376801.0833
450000,80000,Petrol,Individual,Manual,Second Owner,6,518887.0548,354072.418
600000,40000,Diesel,Individual,Manual,First Owner,3,736892.2615,495938.855
620000,80000,Diesel,Individual,Manual,Second Owner,8,383616.7757,354072.418
600000,30000,Diesel,Individual,Manual,First Owner,6,518887.0548,616484.1474
795000,35000,Diesel,Individual,Manual,First Owner,2,823822.0285,618923.9873
300000,180000,Diesel,Individual,Manual,Third Owner,9,298903.3151,399444.4444
495000,60000,Diesel,Individual,Manual,First Owner,5,507648.5144,376801.0833
1350000,34000,Diesel,Individual,Automatic,First Owner,2,823822.0285,790000
350000,145000,Diesel,Individual,Manual,First Owner,6,518887.0548,526000
500000,70000,Diesel,Individual,Manual,First Owner,2,823822.0285,362279.1472
2575000,36000,Diesel,Dealer,Automatic,First Owner,3,736892.2615,741444.4444
345000,58000,Petrol,Dealer,Manual,First Owner,6,518887.0548,510444.3889
220000,100000,Diesel,Individual,Manual,First Owner,7,441215.578,367524.4406
50000,100000,Petrol,Individual,Manual,Second Owner,21,76428.57143,367524.4406
585000,14000,Petrol,Dealer,Manual,First Owner,3,736892.2615,740428.4286
625000,13800,Petrol,Individual,Automatic,First Owner,2,823822.0285,625000
1035000,23000,Petrol,Dealer,Automatic,First Owner,3,736892.2615,512333.3333
600000,99700,Diesel,Individual,Manual,First Owner,3,736892.2615,600000
3100000,5000,Diesel,Individual,Automatic,First Owner,1,870222.1961,753151.4848
650000,49654,Diesel,Dealer,Manual,First Owner,6,518887.0548,650000
550000,45457,Petrol,Dealer,Manual,First Owner,4,643706.7143,550000
1260000,39221,Diesel,Dealer,Manual,First Owner,3,736892.2615,1260000
660000,48220,Petrol,Dealer,Manual,First Owner,4,643706.7143,660000
700000,11114,Petrol,Dealer,Manual,First Owner,3,736892.2615,700000
235000,60208,Diesel,Dealer,Manual,First Owner,12,179747.4918,235000
475000,80000,Diesel,Dealer,Manual,First Owner,7,441215.578,354072.418
795000,98600,Diesel,Dealer,Automatic,First Owner,12,179747.4918,795000
8900000,13000,Petrol,Dealer,Automatic,First Owner,4,643706.7143,2731000
3200000,30000,Diesel,Dealer,Automatic,First Owner,5,507648.5144,616484.1474
1860000,18000,Petrol,Dealer,Automatic,First Owner,1,870222.1961,1230000
4200000,100000,Diesel,Dealer,Automatic,First Owner,10,278209.7113,367524.4406
850000,58000,Petrol,Dealer,Automatic,First Owner,5,507648.5144,510444.3889
